mean,GEOID,AWATER,STATEFP,COUNTYFP,FUNCSTAT,INTPTLAT,NAME,NAMELSAD,INTPTLON,TRACTCE,MTFCC,ALAND,system:index
174.91131498470946,18157000100,202928,18,157,S,+40.4430402,1,Census Tract 1,-086.8892996,000100,G5020,3638151,000300000000000018f5
239.95833333333331,18003000100,0,18,003,S,+41.1031582,1,Census Tract 1,-085.1257316,000100,G5020,1892709,0003000000000000191b
252.95019157088123,18053000100,0,18,053,S,+40.5582079,1,Census Tract 1,-085.6624711,000100,G5020,3216252,00030000000000001a40
246.46540880503144,18039000100,18893,18,039,S,+41.5817738,1,Census Tract 1,-085.8352019,000100,G5020,1851721,00030000000000001b43
224.42780748663097,18141000100,0,18,141,S,+41.6897925,1,Census Tract 1,-086.3000944,000100,G5020,2267709,00030000000000001c2c
189.41509433962264,18157000200,0,18,157,S,+40.4349302,2,Census Tract 2,-086.8780790,000200,G5020,824972,000300000000000019fe
253.3130699088146,18053000200,0,18,053,S,+40.5420130,2,Census Tract 2,-085.6598624,000200,G5020,3792336,00030000000000001a4d
251.09265175718846,18067000200,0,18,067,S,+40.4914328,2,Census Tract 2,-086.1202160,000200,G5020,3816355,00030000000000001aa1
224.59909909909905,18141000200,0,18,141,S,+41.7004280,2,Census Tract 2,-086.2834831,000200,G5020,2784279,00030000000000001acb
293.5416666666667,18035000300,0,18,035,S,+40.1858019,3,Census Tract 3,-085.3748151,000300,G5020,1130202,000300000000000018f8
236.47199999999998,18003000300,0,18,003,S,+41.0934445,3,Census Tract 3,-085.1216845,000300,G5020,1325344,0003000000000000191c
204.66242038216558,18157000300,0,18,157,S,+40.4311803,3,Census Tract 3,-086.8660241,000300,G5020,2001733,0003000000000000191f
263.77319587628875,18095000300,0,18,095,S,+40.1129438,3,Census Tract 3,-085.6906611,000300,G5020,2429090,00030000000000001963
253.3690476190476,18067000300,0,18,067,S,+40.5094437,3,Census Tract 3,-086.1159741,000300,G5020,3917010,00030000000000001aa2
189.20270270270268,18157000400,28384,18,157,S,+40.4262125,4,Census Tract 4,-086.8851820,000400,G5020,1665767,00030000000000001920
238.30855018587366,18003000400,20033,18,003,S,+41.0850371,4,Census Tract 4,-085.0966573,000400,G5020,3130562,00030000000000001926
267.15841584158414,18095000400,0,18,095,S,+40.1053603,4,Census Tract 4,-085.7011376,000400,G5020,1232504,0003000000000000195e
292.82758620689657,18035000400,0,18,035,S,+40.1827145,4,Census Tract 4,-085.3879593,000400,G5020,1147983,00030000000000001a01
264.2786885245901,18053000400,74884,18,053,S,+40.5680108,4,Census Tract 4,-085.6380295,000400,G5020,10078777,00030000000000001a47
252.8418604651163,18067000400,0,18,067,S,+40.5071482,4,Census Tract 4,-086.1339087,000400,G5020,2541563,00030000000000001aa0
220.43362831858408,18141000400,0,18,141,S,+41.6908386,4,Census Tract 4,-086.2795814,000400,G5020,1154676,00030000000000001ac4
311.9526276831976,18177000400,731175,18,177,S,+39.8541378,4,Census Tract 4,-084.8773887,000400,G5020,15548103,00030000000000001b83
253.3756177924217,18039000400,862544,18,039,S,+41.5478824,4,Census Tract 4,-085.8571664,000400,G5020,27312921,00030000000000001b91
238.3793103448276,18003000500,0,18,003,S,+41.0951967,5,Census Tract 5,-085.1373216,000500,G5020,2033875,0003000000000000191d
267.58230958230956,18095000500,0,18,095,S,+40.0890554,5,Census Tract 5,-085.7015302,000500,G5020,4667234,0003000000000000195c
289.0650759219089,18035000500,55670,18,035,S,+40.1794879,5,Census Tract 5,-085.4234599,000500,G5020,5709845,00030000000000001a02
255.16803278688525,18053000500,242577,18,053,S,+40.5849367,5,Census Tract 5,-085.6870157,000500,G5020,14240233,00030000000000001a46
250.15753424657538,18067000500,0,18,067,S,+40.4910024,5,Census Tract 5,-086.1392185,000500,G5020,1839941,00030000000000001a5f
219.3689320388349,18141000500,0,18,141,S,+41.6853654,5,Census Tract 5,-086.2844211,000500,G5020,1139256,00030000000000001b55
237.91549295774644,18003000600,0,18,003,S,+41.0851354,6,Census Tract 6,-085.1499177,000600,G5020,857181,0003000000000000191e
289.5762711864407,18035000600,42467,18,035,S,+40.1891304,6,Census Tract 6,-085.4007155,000600,G5020,1346083,00030000000000001a03
259.4177215189874,18053000600,0,18,053,S,+40.5673968,6,Census Tract 6,-085.6926748,000600,G5020,5098708,00030000000000001a41
250.67391304347822,18067000600,0,18,067,S,+40.4971261,6,Census Tract 6,-086.1558078,000600,G5020,2297631,00030000000000001a95
219.85365853658536,18141000600,0,18,141,S,+41.6859229,6,Census Tract 6,-086.2651437,000600,G5020,967990,00030000000000001b56
289.9655172413793,18035000700,37666,18,035,S,+40.1962303,7,Census Tract 7,-085.3995977,000700,G5020,1197827,000300000000000018fb
207.00564971751413,18157000700,0,18,157,S,+40.4203849,7,Census Tract 7,-086.8718070,000700,G5020,1913191,00030000000000001921
258.90598290598285,18053000700,0,18,053,S,+40.5491655,7,Census Tract 7,-085.6927092,000700,G5020,8178008,00030000000000001a3f
245.1006160164271,18067000700,0,18,067,S,+40.4825015,7,Census Tract 7,-086.1648470,000700,G5020,5655508,00030000000000001a5c
218.43820224719101,18141000700,77090,18,141,S,+41.6859009,7,Census Tract 7,-086.2549551,000700,G5020,962242,00030000000000001b57
203.55357142857142,18157000800,1222,18,157,S,+40.4059272,8,Census Tract 8,-086.8634549,000800,G5020,2011506,00030000000000001922
244.163179916318,18003000800,39796,18,003,S,+41.0966772,8,Census Tract 8,-085.1622523,000800,G5020,2668998,00030000000000001933
270.97674418604646,18095000800,0,18,095,S,+40.0924040,8,Census Tract 8,-085.6767530,000800,G5020,1105759,00030000000000001964
287.48717948717945,18035000800,66501,18,035,S,+40.1910237,8,Census Tract 8,-085.4278531,000800,G5020,3769093,00030000000000001a04
259.75887392900853,18053000800,0,18,053,S,+40.5117658,8,Census Tract 8,-085.6593613,000800,G5020,9793927,00030000000000001a4b
251.04336734693874,18067000800,0,18,067,S,+40.4606340,8,Census Tract 8,-086.1658572,000800,G5020,9531383,00030000000000001a5d
217.76136363636365,18141000800,40163,18,141,S,+41.6913058,8,Census Tract 8,-086.2527955,000800,G5020,883074,00030000000000001b58
245.40000000000003,18003000900,36050,18,003,S,+41.0881903,9,Census Tract 9,-085.1690243,000900,G5020,2038752,00030000000000001934
271.58333333333337,18095000900,0,18,095,S,+40.0915839,9,Census Tract 9,-085.6702066,000900,G5020,912965,0003000000000000194e
255.91983695652178,18053000900,90499,18,053,S,+40.5202605,9,Census Tract 9,-085.6375766,000900,G5020,8711029,00030000000000001a44
249.12121212121218,18067000900,0,18,067,S,+40.4761565,9,Census Tract 9,-086.1378166,000900,G5020,2963045,00030000000000001a5e
218.67999999999998,18141000900,111558,18,141,S,+41.6785005,9,Census Tract 9,-086.2417645,000900,G5020,1335755,00030000000000001b59
238.45614035087718,18003001000,0,18,003,S,+41.0782940,10,Census Tract 10,-085.1691787,001000,G5020,2032290,00030000000000001935
201.0,18157001000,0,18,157,S,+40.4060190,10,Census Tract 10,-086.8896278,001000,G5020,1003717,00030000000000001937
272.6938202247191,18095001000,0,18,095,S,+40.0938408,10,Census Tract 10,-085.6556739,001000,G5020,4309208,00030000000000001966
289.69620253164555,18035001000,0,18,035,S,+40.2108549,10,Census Tract 10,-085.4039001,001000,G5020,1941581,000300000000000019e8
253.02542372881354,18067001000,0,18,067,S,+40.4657446,10,Census Tract 10,-086.1351099,001000,G5020,1504192,00030000000000001a60
257.24252700326554,18039001000,156332,18,039,S,+41.4809787,10,Census Tract 10,-085.8274672,001000,G5020,94000161,00030000000000001b44
222.1111111111111,18141001000,0,18,141,S,+41.6868454,10,Census Tract 10,-086.2342014,001000,G5020,1909929,00030000000000001b5a
236.27906976744185,18003001100,11113,18,003,S,+41.0753190,11,Census Tract 11,-085.1548327,001100,G5020,872203,00030000000000001936
202.61983471074385,18157001100,0,18,157,S,+40.4069148,11,Census Tract 11,-086.8816893,001100,G5020,1446377,00030000000000001938
