mean,GEOID,AWATER,STATEFP,COUNTYFP,FUNCSTAT,INTPTLAT,NAME,NAMELSAD,INTPTLON,TRACTCE,MTFCC,ALAND,system:index
273.92063492063494,38017000100,0,38,017,S,+46.9135947,1,Census Tract 1,-096.7713752,000100,G5020,5416382,00000000000000000094
271.86892712550605,38017000300,79406,38,017,S,+46.9307423,3,Census Tract 3,-096.8236083,000300,G5020,42504965,0000000000000000008d
276.88235294117646,38017000400,0,38,017,S,+46.8964147,4,Census Tract 4,-096.7900678,000400,G5020,1510647,00000000000000000090
276.89130434782606,38017000700,0,38,017,S,+46.8770696,7,Census Tract 7,-096.7862040,000700,G5020,1047948,0000000000000000008f
515.1990291262136,38015010100,0,38,015,S,+46.8089077,101,Census Tract 101,-100.7866265,010100,G5020,2065319,0000000000000000001e
503.17098445595855,38101010100,0,38,101,S,+48.2316853,101,Census Tract 101,-101.2911967,010100,G5020,2086568,0000000000000000002c
254.06382978723406,38035010100,62879,38,035,S,+47.9293043,101,Census Tract 101,-097.0412314,010100,G5020,1881286,0000000000000000009b
522.6838487972509,38015010200,0,38,015,S,+46.8107113,102,Census Tract 102,-100.7645331,010200,G5020,2859939,0000000000000000001f
500.2716962524656,38101010200,0,38,101,S,+48.2540499,102,Census Tract 102,-101.2656958,010200,G5020,21527459,00000000000000000031
254.26754385964915,38035010200,0,38,035,S,+47.9260119,102,Census Tract 102,-097.0555688,010200,G5020,2279485,00000000000000000096
547.0733944954129,38015010300,0,38,015,S,+46.8235691,103,Census Tract 103,-100.7641087,010300,G5020,2534737,0000000000000000001a
540.8803827751196,38015010400,0,38,015,S,+46.8242771,104,Census Tract 104,-100.7841820,010400,G5020,2451681,00000000000000000025
485.54644808743166,38101010400,0,38,101,S,+48.2393084,104,Census Tract 104,-101.3149561,010400,G5020,3516576,00000000000000000034
253.8747940691927,38035010400,13380,38,035,S,+47.9262245,104,Census Tract 104,-097.1047087,010400,G5020,6074931,0000000000000000009c
528.4,38015010500,114299,38,015,S,+46.8180735,105,Census Tract 105,-100.8067416,010500,G5020,4842541,00000000000000000020
503.38990182328195,38101010500,0,38,101,S,+48.2221056,105,Census Tract 105,-101.3165800,010500,G5020,7456235,0000000000000000002b
501.8825431034483,38015010600,1739679,38,015,S,+46.7832969,106,Census Tract 106,-100.8095987,010600,G5020,8337858,0000000000000000001d
253.80434782608697,38035010600,52498,38,035,S,+47.9189705,106,Census Tract 106,-097.0278242,010600,G5020,1294142,00000000000000000099
501.84453781512605,38015010700,0,38,015,S,+46.7910633,107,Census Tract 107,-100.7866428,010700,G5020,2710450,0000000000000000001c
255.4375,38035010700,0,38,035,S,+47.9112492,107,Census Tract 107,-097.0503268,010700,G5020,1291258,0000000000000000009d
506.31451612903214,38015010800,0,38,015,S,+46.7948726,108,Census Tract 108,-100.7662942,010800,G5020,4207212,00000000000000000021
496.5502428449906,38101010800,3791268,38,101,S,+48.3565295,108,Census Tract 108,-101.2633211,010800,G5020,755758620,00000000000000000030
517.8656716417911,38015010900,0,38,015,S,+46.8158238,109,Census Tract 109,-100.7417005,010900,G5020,5879910,00000000000000000022
253.67021276595742,38035010900,86438,38,035,S,+47.9021028,109,Census Tract 109,-097.0255125,010900,G5020,2006534,0000000000000000009f
602.27228206019,38101011000,26261640,38,101,S,+48.5329294,110,Census Tract 110,-101.9011570,011000,G5020,1232503503,0000000000000000002d
256.0,38035011000,0,38,035,S,+47.9113650,110,Census Tract 110,-097.0403561,011000,G5020,1138845,000000000000000000a0
253.21270718232046,38035011100,197436,38,035,S,+47.8740261,111,Census Tract 111,-097.0262277,011100,G5020,7116429,00000000000000000095
503.439708617483,38015011200,11831533,38,015,S,+46.7220607,112,Census Tract 112,-100.7536162,011200,G5020,57657683,00000000000000000018
567.4703464276058,38101011200,10490144,38,101,S,+48.0301137,112,Census Tract 112,-101.1339731,011200,G5020,921396470,0000000000000000002e
525.5402482979575,38015011300,70590,38,015,S,+46.7633703,113,Census Tract 113,-100.6986812,011300,G5020,107439487,0000000000000000001b
632.9740033544057,38101011300,69293247,38,101,S,+48.0811576,113,Census Tract 113,-101.5992092,011300,G5020,2208875928,000000000000000000d6
550.9791412284974,38015011400,36269404,38,015,S,+46.8160787,114,Census Tract 114,-100.3712269,011400,G5020,1663868448,00000000000000000019
284.9604666411673,38035011400,4850797,38,035,S,+48.1003897,114,Census Tract 114,-097.4597587,011400,G5020,1149752477,0000000000000000009a
601.2442173815406,38015011500,37445055,38,015,S,+47.1495161,115,Census Tract 115,-100.4849319,011500,G5020,2055734076,00000000000000000024
360.1615696810337,38035011800,223468,38,035,S,+47.7659949,118,Census Tract 118,-097.6334558,011800,G5020,741791209,00000000000000000097
270.79772850189295,38035011900,0,38,035,S,+47.9556796,119,Census Tract 119,-097.3912796,011900,G5020,19424020,000000000000000000a1
348.2005370028526,38035012000,747418,38,035,S,+47.9438011,120,Census Tract 120,-097.6545610,012000,G5020,813757066,00000000000000000098
510.49447513812146,38059020100,0,38,059,S,+46.8314192,201,Census Tract 201,-100.8855955,020100,G5020,3874329,00000000000000000029
546.097521660286,38059020200,2992291,38,059,S,+46.9024702,202,Census Tract 202,-100.9511068,020200,G5020,103770540,00000000000000000027
588.265515384769,38059020400,38983263,38,059,S,+46.6253142,204,Census Tract 204,-100.9974910,020400,G5020,2662587295,0000000000000000002a
662.5674644851035,38059020500,5199689,38,059,S,+46.8312496,205,Census Tract 205,-101.6839614,020500,G5020,2135059440,00000000000000000028
343.15291028823117,38017040100,4268549,38,017,S,+46.9103940,401,Census Tract 401,-097.5440469,040100,G5020,1487162681,0000000000000000008e
293.5276235664752,38017040200,706567,38,017,S,+47.1297474,402,Census Tract 402,-097.1444195,040200,G5020,1106796161,00000000000000000093
288.6823753945533,38017040300,673895,38,017,S,+46.9268811,403,Census Tract 403,-097.2311175,040300,G5020,731529783,0000000000000000008b
284.7427705911249,38017040600,271931,38,017,S,+46.7120804,406,Census Tract 406,-097.0848879,040600,G5020,658299727,0000000000000000008a
275.0,38017040700,0,38,017,S,+46.8401089,407,Census Tract 407,-096.8620330,040700,G5020,5270218,0000000000000000004d
272.1197628589407,38017040800,1062002,38,017,S,+46.9314840,408,Census Tract 408,-096.9687212,040800,G5020,322424807,0000000000000000004a
273.9596774193548,38017000203,0,38,017,S,+46.9177876,2.03,Census Tract 2.03,-096.7829553,000203,G5020,1326142,00000000000000000050
273.70129870129875,38017000204,0,38,017,S,+46.9185680,2.04,Census Tract 2.04,-096.7926911,000204,G5020,2472818,00000000000000000051
276.2965116279069,38017000501,0,38,017,S,+46.8849968,5.01,Census Tract 5.01,-096.7817544,000501,G5020,1845854,000000000000000000bd
275.6728971962617,38017000502,0,38,017,S,+46.8871525,5.02,Census Tract 5.02,-096.8020666,000502,G5020,995423,000000000000000000be
275.21938775510205,38017000601,0,38,017,S,+46.8779273,6.01,Census Tract 6.01,-096.8288868,000601,G5020,6314901,000000000000000000b5
276.6875,38017000602,0,38,017,S,+46.8772785,6.02,Census Tract 6.02,-096.8080840,000602,G5020,2410024,00000000000000000052
276.9929078014184,38017000801,0,38,017,S,+46.8677209,8.01,Census Tract 8.01,-096.7901178,000801,G5020,1655700,00000000000000000088
276.4755244755245,38017000802,0,38,017,S,+46.8667398,8.02,Census Tract 8.02,-096.8078779,000802,G5020,1778643,0000000000000000008c
276.41692789968647,38017000901,0,38,017,S,+46.8547291,9.01,Census Tract 9.01,-096.7940048,000901,G5020,3335978,00000000000000000089
276.69594594594594,38017000903,0,38,017,S,+46.8579460,9.03,Census Tract 9.03,-096.8303060,000903,G5020,1306011,000000000000000000c3
276.258064516129,38017000904,0,38,017,S,+46.8526054,9.04,Census Tract 9.04,-096.8224448,000904,G5020,2559998,000000000000000000c1
