mean,GEOID,AWATER,STATEFP,COUNTYFP,FUNCSTAT,INTPTLAT,NAME,NAMELSAD,INTPTLON,TRACTCE,MTFCC,ALAND,system:index
90.00000000000001,11001000300,2305,11,001,S,+38.9179099,3,Census Tract 3,-077.0748728,000300,G5020,1042157,0006000000000000000a
70.4126984126984,11001000400,69,11,001,S,+38.9227989,4,Census Tract 4,-077.0649214,000400,G5020,1541239,0006000000000000000b
80.15789473684211,11001000600,71,11,001,S,+38.9368114,6,Census Tract 6,-077.0675114,000600,G5020,1441865,00060000000000000013
106.80147058823528,11001001100,0,11,001,S,+38.9572432,11,Census Tract 11,-077.0776732,001100,G5020,1676650,00060000000000000060
97.70588235294117,11001001200,0,11,001,S,+38.9462221,12,Census Tract 12,-077.0705215,001200,G5020,1219204,00060000000000000061
90.09302325581395,11001001500,39895,11,001,S,+38.9741576,15,Census Tract 15,-077.0558797,001500,G5020,4684714,00060000000000000021
95.92694063926939,11001001600,7820,11,001,S,+38.9849725,16,Census Tract 16,-077.0382324,001600,G5020,2667590,00060000000000000019
71.63636363636364,11001002400,0,11,001,S,+38.9417822,24,Census Tract 24,-077.0224058,002400,G5020,556408,0006000000000000008f
72.29834254143647,11001002600,60195,11,001,S,+38.9464323,26,Census Tract 26,-077.0404553,002600,G5020,2106150,00060000000000000030
70.0,11001002900,0,11,001,S,+38.9338478,29,Census Tract 29,-077.0299131,002900,G5020,300632,0006000000000000006f
70.0,11001003000,0,11,001,S,+38.9288689,30,Census Tract 30,-077.0299525,003000,G5020,210636,0006000000000000001d
70.0,11001003100,0,11,001,S,+38.9306170,31,Census Tract 31,-077.0254235,003100,G5020,296819,00060000000000000070
70.0,11001003200,0,11,001,S,+38.9322375,32,Census Tract 32,-077.0211591,003200,G5020,447929,00060000000000000071
53.977011494252885,11001003400,159593,11,001,S,+38.9221674,34,Census Tract 34,-077.0177044,003400,G5020,911458,00060000000000000072
53.74999999999999,11001003500,0,11,001,S,+38.9223765,35,Census Tract 35,-077.0243410,003500,G5020,382021,00060000000000000073
