mean,GEOID,AWATER,STATEFP,COUNTYFP,FUNCSTAT,INTPTLAT,NAME,NAMELSAD,INTPTLON,TRACTCE,MTFCC,ALAND,system:index
381.46960263688,55005000100,22915982,55,005,S,+45.5918684,1,Census Tract 1,-091.7745374,000100,G5020,337509256,00000000000000001d87
396.92277238764353,55005000200,13478044,55,005,S,+45.5648875,2,Census Tract 2,-092.0926460,000200,G5020,182546777,00000000000000001d8d
370.31150146382254,55005000300,8467853,55,005,S,+45.4465419,3,Census Tract 3,-092.0269630,000300,G5020,254660510,00000000000000001d88
401.3375314861461,55073000300,469281,55,073,S,+44.9912455,3,Census Tract 3,-089.6023434,000300,G5020,12903010,00000000000000001dc5
358.6890986601706,55005000400,823652,55,005,S,+45.4736573,4,Census Tract 4,-091.8374686,000400,G5020,216729567,00000000000000001d8b
357.6493918561608,55005000500,0,55,005,S,+45.4907199,5,Census Tract 5,-091.7556532,000500,G5020,20600571,00000000000000001d8c
366.77795610480274,55005000800,1404744,55,005,S,+45.4618566,8,Census Tract 8,-091.6341712,000800,G5020,272422004,00000000000000001d8a
357.5763269784667,55005000900,1419103,55,005,S,+45.3033871,9,Census Tract 9,-091.9586324,000900,G5020,563127170,00000000000000001d89
416.3240150637311,55073001500,2663939,55,073,S,+45.0467391,15,Census Tract 15,-089.6293694,001500,G5020,227358189,00000000000000001de4
420.661788295514,55073001600,2009406,55,073,S,+44.9913724,16,Census Tract 16,-089.3559891,001600,G5020,612930088,00000000000000001e2f
413.78357172047424,55073002200,207509,55,073,S,+44.9326966,22,Census Tract 22,-090.2111578,002200,G5020,271167646,00000000000000001e2e
301.8059438458765,55017010400,1885282,55,017,S,+44.9287091,104,Census Tract 104,-091.5289020,010400,G5020,275144137,00000000000000001d99
345.6325757575756,55017010900,8119938,55,017,S,+45.1286698,109,Census Tract 109,-091.0197769,010900,G5020,514490793,00000000000000001d98
336.2997580464795,55017011100,32025346,55,017,S,+45.2138082,111,Census Tract 111,-091.4186083,011100,G5020,508305648,00000000000000001dd1
320.7526104721549,55017011200,910528,55,017,S,+45.0672272,112,Census Tract 112,-091.5194860,011200,G5020,293332791,00000000000000001dd0
186.90254237288133,55031020300,330446,55,031,S,+46.7265630,203,Census Tract 203,-092.0834575,020300,G5020,2342193,00000000000000001e11
189.42355371900825,55031020400,1594668,55,031,S,+46.7165688,204,Census Tract 204,-092.0650508,020400,G5020,3516775,00000000000000001e1f
195.2446808510638,55031020500,0,55,031,S,+46.7133998,205,Census Tract 205,-092.0900248,020500,G5020,1943636,00000000000000001e10
197.89603960396042,55031020600,0,55,031,S,+46.7113985,206,Census Tract 206,-092.1051514,020600,G5020,2259597,00000000000000001e0e
194.2873006833713,55031020700,9949895,55,031,S,+46.6969120,207,Census Tract 207,-092.1615822,020700,G5020,28227983,00000000000000001dc7
199.18890356671068,55031020800,398451,55,031,S,+46.6783481,208,Census Tract 208,-092.0836463,020800,G5020,24051309,00000000000000001e2d
188.70489038785837,55031020900,1090474,55,031,S,+46.7001826,209,Census Tract 209,-092.0471686,020900,G5020,5434217,00000000000000001e0f
199.96865203761755,55031021000,5685054,55,031,S,+46.6686706,210,Census Tract 210,-091.9892838,021000,G5020,44586935,00000000000000001e21
186.01346801346807,55031021100,5208532,55,031,S,+46.7403184,211,Census Tract 211,-092.1091188,021100,G5020,7356875,00000000000000001dac
277.3618172096085,55031030200,6321628,55,031,S,+46.5558694,302,Census Tract 302,-092.0786793,030200,G5020,518557635,00000000000000001e1e
180.64907293660542,55029100100,581075331,55,029,S,+45.3504356,1001,Census Tract 1001,-086.9561490,100100,G5020,192719163,00000000000000001e12
385.6435390614495,55113100300,2027665,55,113,S,+46.0075293,1003,Census Tract 1003,-091.4823422,100300,G5020,78529765,00000000000000001dd4
366.08795040681906,55083100300,23089001,55,083,S,+45.2713165,1003,Census Tract 1003,-088.5209072,100300,G5020,603924180,00000000000000001e05
183.38402908067542,55029100300,355254018,55,029,S,+45.1661359,1003,Census Tract 1003,-087.2690479,100300,G5020,114776963,00000000000000001dbf
415.5105856101014,55113100400,51638513,55,113,S,+45.7960144,1004,Census Tract 1004,-091.4710362,100400,G5020,351652001,00000000000000001dd2
191.1895121394322,55029100400,256234456,55,029,S,+45.0327327,1004,Census Tract 1004,-087.2443195,100400,G5020,181588999,00000000000000001dc1
270.92055713802927,55083100500,12355633,55,083,S,+45.1390657,1005,Census Tract 1005,-088.2881751,100500,G5020,446833691,00000000000000001e08
193.80853068660093,55029100500,152603893,55,029,S,+44.9857955,1005,Census Tract 1005,-087.1768033,100500,G5020,202982073,00000000000000001dbd
261.2865409672722,55083100600,2178004,55,083,S,+44.9779276,1006,Census Tract 1006,-088.4294753,100600,G5020,287164148,00000000000000001e04
413.5432782533071,55113100700,8408723,55,113,S,+45.7579904,1007,Census Tract 1007,-091.2109751,100700,G5020,468833978,00000000000000001dd5
256.5159064019981,55083100700,2755788,55,083,S,+44.9326539,1007,Census Tract 1007,-088.2911066,100700,G5020,166108830,00000000000000001e06
348.3749775999044,55115100700,553563,55,115,S,+44.8404484,1007,Census Tract 1007,-089.0499994,100700,G5020,370970139,00000000000000001e24
427.3686659679051,55113100800,20162735,55,113,S,+45.7923304,1008,Census Tract 1008,-090.8918637,100800,G5020,1189071714,00000000000000001dd3
229.53795379537945,55083100800,2032149,55,083,S,+44.9852749,1008,Census Tract 1008,-088.1153756,100800,G5020,210721029,00000000000000001e07
373.79157265508223,55115100800,473953,55,115,S,+44.8529917,1008,Census Tract 1008,-089.1588813,100800,G5020,379261962,00000000000000001e25
193.73417935702207,55083100900,6843306,55,083,S,+44.9568916,1009,Census Tract 1009,-087.8845532,100900,G5020,122576659,00000000000000001e03
185.13043984852905,55029101000,241137687,55,029,S,+44.8329361,1010,Census Tract 1010,-087.6064846,101000,G5020,140758429,00000000000000001dbe
236.61279461279463,55109120100,1383426,55,109,S,+44.9753930,1201,Census Tract 1201,-092.7577214,120100,G5020,1868607,00000000000000001da1
253.60722665415298,55109120300,3640084,55,109,S,+45.0030082,1203,Census Tract 1203,-092.7226717,120300,G5020,19172403,00000000000000001d60
357.3133341207038,55109120700,2236469,55,109,S,+45.0334041,1207,Census Tract 1207,-092.2013841,120700,G5020,372975537,00000000000000001d61
323.54413024850044,55109121000,1457975,55,109,S,+44.9964248,1210,Census Tract 1210,-092.4850127,121000,G5020,177721758,00000000000000001d62
461.59486537257374,55051180100,1495475,55,051,S,+46.4339699,1801,Census Tract 1801,-090.2123424,180100,G5020,32974200,00000000000000001d71
444.9968805926873,55051180200,21835869,55,051,S,+46.3625458,1802,Census Tract 1802,-090.3694889,180200,G5020,1061068940,00000000000000001d72
492.8661627540217,55051180300,95633930,55,051,S,+46.1297943,1803,Census Tract 1803,-090.0771671,180300,G5020,869708114,00000000000000001d70
427.49612789674376,55037190200,11588768,55,037,S,+45.7837218,1902,Census Tract 1902,-088.3851265,190200,G5020,735771509,00000000000000001d9a
344.83333333333326,55005000601,1178828,55,005,S,+45.4769517,6.01,Census Tract 6.01,-091.7260919,000601,G5020,7933306,00000000000000001de7
345.2393700787402,55005000602,3519018,55,005,S,+45.5120030,6.02,Census Tract 6.02,-091.7183723,000602,G5020,10474783,00000000000000001dfa
492.1599013968774,55125940000,75143435,55,125,S,+45.9687717,9400,Census Tract 9400,-089.8790107,940000,G5020,257617927,00000000000000001e23
233.7958157460084,55003940000,20990356,55,003,S,+46.5031467,9400,Census Tract 9400,-090.6881142,940000,G5020,567097187,00000000000000001da5
345.5803932637125,55129950100,31729993,55,129,S,+46.0832031,9501,Census Tract 9501,-091.7674591,950100,G5020,549420146,00000000000000001df4
425.48662540648274,55019950100,384243,55,019,S,+44.9773747,9501,Census Tract 9501,-090.3669679,950100,G5020,105161604,00000000000000001e00
500.95769404239616,55041950100,30037486,55,041,S,+45.7961989,9501,Census Tract 9501,-088.8601545,950100,G5020,1303943084,00000000000000001db9
325.0962617357453,55129950200,20417062,55,129,S,+45.9644416,9502,Census Tract 9502,-091.8985448,950200,G5020,360379194,00000000000000001df7
396.8011448916191,55019950200,3393460,55,019,S,+44.9521808,9502,Census Tract 9502,-090.5205515,950200,G5020,313350203,00000000000000001e02
458.6907668689233,55041950200,10476811,55,041,S,+45.5145029,9502,Census Tract 9502,-088.5631479,950200,G5020,739899337,00000000000000001dbc
378.3584263817187,55129950300,34468634,55,129,S,+45.8298022,9503,Census Tract 9503,-091.6401267,950300,G5020,511998550,00000000000000001df5
365.18622516556286,55019950300,1100414,55,019,S,+44.9685343,9503,Census Tract 9503,-090.7894194,950300,G5020,291969164,00000000000000001e01
216.93609022556387,55003950300,63299,55,003,S,+46.5743757,9503,Census Tract 9503,-090.8729761,950300,G5020,5613671,00000000000000001d66
503.00030811365946,55041950300,13908521,55,041,S,+45.5496642,9503,Census Tract 9503,-088.7855290,950300,G5020,306760300,00000000000000001dbb
219.37681159420288,55003950400,198305,55,003,S,+46.5704906,9504,Census Tract 9504,-090.9075476,950400,G5020,8534364,00000000000000001d64
499.82765069774143,55041950400,29113773,55,041,S,+45.5044098,9504,Census Tract 9504,-088.9389846,950400,G5020,276333379,00000000000000001dba
329.09762524502713,55003950500,2301643,55,003,S,+46.3975034,9505,Census Tract 9505,-090.8314930,950500,G5020,335435241,00000000000000001d67
363.69066886384365,55129950600,27018873,55,129,S,+45.7660722,9506,Census Tract 9506,-091.9427472,950600,G5020,345720734,00000000000000001df6
448.3636810821892,55003950600,10419297,55,003,S,+46.2511536,9506,Census Tract 9506,-090.7254906,950600,G5020,519304885,00000000000000001d68
506.4134797038547,55125950700,29097410,55,125,S,+45.9405745,9507,Census Tract 9507,-089.6053765,950700,G5020,185174794,00000000000000001e22
472.38712375445346,55003950700,7834735,55,003,S,+46.1037085,9507,Census Tract 9507,-090.5854567,950700,G5020,1047215553,00000000000000001d65
185.64579002936387,55003950800,1075374226,55,003,S,+46.9406451,9508,Census Tract 9508,-090.5708301,950800,G5020,223257886,00000000000000001da6
484.040267130325,55069960100,19677267,55,069,S,+45.4870581,9601,Census Tract 9601,-089.5561639,960100,G5020,259794191,00000000000000001dea
244.25659347216416,55007960100,263274678,55,007,S,+46.8919992,9601,Census Tract 9601,-090.9223250,960100,G5020,456035886,00000000000000001dfe
388.46572526588636,55107960100,15122397,55,107,S,+45.5295289,9601,Census Tract 9601,-090.9138394,960100,G5020,970444774,00000000000000001e0d
356.0214396933765,55095960100,11967486,55,095,S,+45.6508122,9601,Census Tract 9601,-092.3169109,960100,G5020,445826715,00000000000000001e1b
470.44336303491536,55119960100,3943702,55,119,S,+45.2438393,9601,Census Tract 9601,-090.1776174,960100,G5020,572395781,00000000000000001da0
290.77997986880007,55075960100,5915612,55,075,S,+45.6797134,9601,Census Tract 9601,-087.9162549,960100,G5020,310231780,00000000000000001da4
444.4817438692099,55069960200,3996060,55,069,S,+45.4840287,9602,Census Tract 9602,-089.7203320,960200,G5020,15895423,00000000000000001df2
304.13240361362773,55007960200,20737783,55,007,S,+46.7034389,9602,Census Tract 9602,-091.3169102,960200,G5020,837966870,00000000000000001dff
408.8907695303626,55107960200,8726304,55,107,S,+45.4886669,9602,Census Tract 9602,-091.4088947,960200,G5020,670398790,00000000000000001e0a
311.1417595802492,55095960200,11286318,55,095,S,+45.6077226,9602,Census Tract 9602,-092.6406102,960200,G5020,339687271,00000000000000001e18
345.4428582578833,55075960200,18637924,55,075,S,+45.5585494,9602,Census Tract 9602,-088.1745874,960200,G5020,1389925374,00000000000000001d82
428.8640956483231,55119960200,7412790,55,119,S,+45.2784961,9602,Census Tract 9602,-090.5793112,960200,G5020,814724361,00000000000000001d9d
465.63427520764196,55067960300,2884417,55,067,S,+45.2118980,9603,Census Tract 9603,-089.2513330,960300,G5020,522336221,00000000000000001dd8
457.8656804733728,55069960300,16905496,55,069,S,+45.5184921,9603,Census Tract 9603,-089.8816837,960300,G5020,261499582,00000000000000001df1
296.0324799490093,55007960300,58382002,55,007,S,+46.6768417,9603,Census Tract 9603,-091.0002896,960300,G5020,347196228,00000000000000001dfc
336.868972626274,55107960300,16131037,55,107,S,+45.3471641,9603,Census Tract 9603,-091.3103677,960300,G5020,274040770,00000000000000001e0c
384.6012520593081,55119960300,12351733,55,119,S,+45.1487411,9603,Census Tract 9603,-090.7634033,960300,G5020,661866380,00000000000000001d9f
439.4748857007722,55067960400,3425354,55,067,S,+45.0772619,9604,Census Tract 9604,-089.0472119,960400,G5020,347235160,00000000000000001dd9
447.4496279690276,55069960400,13482557,55,069,S,+45.2972371,9604,Census Tract 9604,-089.8989737,960400,G5020,788490592,00000000000000001dee
348.0669911973163,55107960400,3439465,55,107,S,+45.3905325,9604,Census Tract 9604,-091.0596574,960400,G5020,434167871,00000000000000001e0b
431.53583442613603,55119960400,788922,55,119,S,+45.1663258,9604,Census Tract 9604,-090.4250651,960400,G5020,192638952,00000000000000001d9e
458.707748896518,55067960500,9536659,55,067,S,+45.2441935,9605,Census Tract 9605,-088.8574390,960500,G5020,667966401,00000000000000001dda
472.9638527563929,55069960500,6265643,55,069,S,+45.3940216,9605,Census Tract 9605,-089.6020984,960500,G5020,242743712,00000000000000001df0
350.1156583629892,55107960500,1394487,55,107,S,+45.4521004,9605,Census Tract 9605,-091.0889861,960500,G5020,17040057,00000000000000001e09
350.77448285838267,55095960500,9677829,55,095,S,+45.4030226,9605,Census Tract 9605,-092.3156089,960500,G5020,219245922,00000000000000001e19
435.9258400926999,55119960500,74100,55,119,S,+45.1321380,9605,Census Tract 9605,-090.3559794,960500,G5020,9442984,00000000000000001d9c
456.7754545454546,55067960600,24703,55,067,S,+45.1465566,9606,Census Tract 9606,-089.1644861,960600,G5020,11977889,00000000000000001de5
433.69747147012765,55069960600,2043086,55,069,S,+45.1992551,9606,Census Tract 9606,-089.5592474,960600,G5020,391887365,00000000000000001ded
426.1262224190788,55007960600,52886006,55,007,S,+46.2541897,9606,Census Tract 9606,-091.2420186,960600,G5020,878024244,00000000000000001dfd
350.3666835314951,55095960600,10565093,55,095,S,+45.4343571,9606,Census Tract 9606,-092.4632013,960600,G5020,76703549,00000000000000001e1a
236.4934408737133,55075960600,10861277,55,075,S,+45.3590697,9606,Census Tract 9606,-087.9459565,960600,G5020,340306143,00000000000000001d7f
428.9842535704114,55119960600,59743,55,119,S,+45.0771104,9606,Census Tract 9606,-090.3778096,960600,G5020,274305729,00000000000000001d9b
460.3512544802868,55067960700,154203,55,067,S,+45.1431827,9607,Census Tract 9607,-089.1383642,960700,G5020,15044137,00000000000000001ddb
437.8903639449366,55069960700,6808260,55,069,S,+45.2791552,9607,Census Tract 9607,-089.6724060,960700,G5020,286556786,00000000000000001deb
276.3729868966288,55075960700,18889844,55,075,S,+45.2766719,9607,Census Tract 9607,-088.1707438,960700,G5020,473630361,00000000000000001d81
397.76173541963016,55069960800,2432079,55,069,S,+45.1826646,9608,Census Tract 9608,-089.7322082,960800,G5020,13408952,00000000000000001dec
303.9188407543532,55095960800,5120632,55,095,S,+45.2747604,9608,Census Tract 9608,-092.6620386,960800,G5020,177509236,00000000000000001e17
222.57215870880972,55075960800,7472569,55,075,S,+45.2436893,9608,Census Tract 9608,-087.9884279,960800,G5020,156461829,00000000000000001d7c
391.02764976958525,55069960900,103768,55,069,S,+45.1856673,9609,Census Tract 9609,-089.6997843,960900,G5020,2480894,00000000000000001def
207.72370475256864,55075960900,7286861,55,075,S,+45.2364308,9609,Census Tract 9609,-087.7588834,960900,G5020,296938027,00000000000000001d80
393.0609462710505,55069961000,1030838,55,069,S,+45.1724880,9610,Census Tract 9610,-089.6702676,961000,G5020,13075038,00000000000000001df3
338.98626126126135,55095961000,4971325,55,095,S,+45.2697854,9610,Census Tract 9610,-092.3525068,961000,G5020,93324252,00000000000000001e1c
212.86846684281758,55075961000,3155644,55,075,S,+45.1159353,9610,Census Tract 9610,-087.9796796,961000,G5020,340921114,00000000000000001da2
362.5928708204448,55095961100,3079325,55,095,S,+45.3007726,9611,Census Tract 9611,-092.2401740,961100,G5020,221267250,00000000000000001e1d
201.7627752682101,55075961100,1391194,55,075,S,+45.0457859,9611,Census Tract 9611,-087.8381294,961100,G5020,157254948,00000000000000001d7d
185.1387453874538,55075961200,11558139,55,075,S,+45.0238824,9612,Census Tract 9612,-087.6909345,961200,G5020,124180136,00000000000000001da3
190.16742081447964,55075961300,705853,55,075,S,+45.1033456,9613,Census Tract 9613,-087.6794977,961300,G5020,16170796,00000000000000001dc2
185.18932874354564,55075961400,127649,55,075,S,+45.0760900,9614,Census Tract 9614,-087.6367054,961400,G5020,12854273,00000000000000001dc4
175.52853044309856,55075961500,29144083,55,075,S,+45.0733431,9615,Census Tract 9615,-087.5785735,961500,G5020,5724265,00000000000000001d7e
474.0632788728026,55099970100,30107421,55,099,S,+45.8609194,9701,Census Tract 9701,-090.2938018,970100,G5020,1096386295,00000000000000001d69
324.74555848423637,55033970100,3416465,55,033,S,+45.1292303,9701,Census Tract 9701,-091.8773950,970100,G5020,642828352,00000000000000001dc8
467.317215603831,55099970200,2531328,55,099,S,+45.9554055,9702,Census Tract 9702,-090.3945587,970200,G5020,43926722,00000000000000001d6a
309.40921825884925,55033970200,1308958,55,033,S,+45.0041231,9702,Census Tract 9702,-092.0318776,970200,G5020,322039413,00000000000000001dc9
294.5187043351192,55033970300,8952587,55,033,S,+44.9760939,9703,Census Tract 9703,-091.7835044,970300,G5020,218874409,00000000000000001dcb
445.73775721468724,55099970400,12206848,55,099,S,+45.7078519,9704,Census Tract 9704,-090.5841131,970400,G5020,507223459,00000000000000001d6e
482.7125287356323,55085970400,9771888,55,085,S,+45.6110798,9704,Census Tract 9704,-089.3710535,970400,G5020,85736680,00000000000000001d76
303.75804678913465,55013970400,61317448,55,013,S,+46.0094679,9704,Census Tract 9704,-092.1988328,970400,G5020,633025369,00000000000000001dae
